2048	4	45523	G72	4	21	118.395824	25.09189347
1024	2	1298	G25	27	2	116.4621259	25.19618503
2049	2	45523	G72	4	21	118.395824	25.09189347
1025	4	1299	G25	27	2	116.4621378	25.1983616
1026	2	1202	G70	13	6	117.5416626	26.6878243
1028	2	1299	G25	27	2	116.4621378	25.1983616
1029	4	1300	G25	27	2	116.4621305	25.19702495
1030	2	1300	G25	27	2	116.4621305	25.19702495
1031	3	1301	G25	26	3	116.5749154	25.33188085
2056	3	45526	G72	7	17	118.2350923	25.28935928
2057	1	45526	G72	7	17	118.2350923	25.28935928
1033	1	1301	G25	26	3	116.5749154	25.33188085
1034	4	1302	G25	26	3	116.572528	25.3309019
1035	2	1302	G25	26	3	116.572528	25.3309019
1036	3	1303	G25	26	3	116.5824996	25.33455341
1037	1	1303	G25	26	3	116.5824996	25.33455341
1038	4	1304	G25	26	3	116.58596	25.33478613
1039	2	1304	G25	26	3	116.58596	25.33478613
2066	3	45531	G72	12	14	118.1053591	25.43381687
2067	1	45531	G72	12	14	118.1053591	25.43381687
1056	1	1228	G25	1	28	118.688165	27.42535928
1057	2	1228	G25	1	28	118.688165	27.42535928
1058	1	1229	G25	1	28	118.6857063	27.42880009
1059	2	1229	G25	1	28	118.6857063	27.42880009
1062	3	1230	G25	2	27	118.6962442	27.27672555
1063	4	1230	G25	2	27	118.6962442	27.27672555
1064	1	1230	G25	2	27	118.6962442	27.27672555
1065	2	1230	G25	2	27	118.6962442	27.27672555
1066	1	1232	G25	2	27	118.6866896	27.26067574
1067	2	1232	G25	2	27	118.6866896	27.26067574
1068	1	1231	G25	2	27	118.6866204	27.26022456
1069	2	1231	G25	2	27	118.6866204	27.26022456
1070	1	1233	G25	3	26	118.6790359	27.21742064
1071	2	1233	G25	3	26	118.6790359	27.21742064
1072	1	1233	G25	3	26	118.6790359	27.21742064
1073	2	1233	G25	3	26	118.6790359	27.21742064
1074	1	1234	G25	4	25	118.6051822	27.11607862
1075	2	1234	G25	4	25	118.6051822	27.11607862
1076	1	1234	G25	4	25	118.6051822	27.11607862
1077	2	1234	G25	4	25	118.6051822	27.11607862
1078	1	1235	G25	4	25	118.5812712	27.1098999
1079	2	1235	G25	4	25	118.5812712	27.1098999
1080	1	1235	G25	4	25	118.5812712	27.1098999
1081	2	1235	G25	4	25	118.5812712	27.1098999
1082	1	1236	G25	4	25	118.557378	27.10633583
1083	2	1236	G25	4	25	118.557378	27.10633583
1084	1	1212	G25	4	25	118.5387446	27.09965712
1085	2	1212	G25	4	25	118.5387446	27.09965712
1086	1	1213	G25	5	24	118.515845	27.08686064
1087	3	1213	G25	5	24	118.515845	27.08686064
1088	2	1213	G25	5	24	118.515845	27.08686064
1089	4	1213	G25	5	24	118.515845	27.08686064
1123	3	1124	G72	20	5	117.3030331	26.06300379
1124	1	1124	G72	20	5	117.3030331	26.06300379
1125	4	1124	G72	20	5	117.3030331	26.06300379
1126	2	1124	G72	20	5	117.3030331	26.06300379
1127	3	1125	G72	20	5	117.2961666	26.07981047
1128	1	1125	G72	20	5	117.2961666	26.07981047
1129	4	1125	G72	20	5	117.2961666	26.07981047
1130	2	1125	G72	20	5	117.2961666	26.07981047
1131	3	1126	G72	20	5	117.2995776	26.07139975
1132	1	1126	G72	20	5	117.2995776	26.07139975
1133	4	1127	G72	20	5	117.29924	26.07224032
1134	2	1127	G72	20	5	117.29924	26.07224032
1142	4	45578	G70	6	13	118.7575022	26.1687079
1143	2	45578	G70	6	13	118.7575022	26.1687079
1144	3	45580	G70	7	12	118.7267522	26.18226592
1145	1	45580	G70	7	12	118.7267522	26.18226592
1154	3	1017	G15	46	10	117.8160247	24.50591065
1155	3	1017	G15	46	10	117.8160247	24.50591065
2180	4	45577	G70	6	13	118.7749916	26.17680937
1156	1	1017	G15	46	10	117.8160247	24.50591065
2181	2	45577	G70	6	13	118.7749916	26.17680937
1157	4	1017	G15	46	10	117.8160247	24.50591065
2182	3	45579	G70	6	13	118.7432111	26.16984971
1158	4	1017	G15	46	10	117.8160247	24.50591065
2183	1	45579	G70	6	13	118.7432111	26.16984971
1159	2	1017	G15	46	10	117.8160247	24.50591065
1160	3	1132	G15	46	10	117.7998696	24.49814096
1161	1	1132	G15	46	10	117.7998696	24.49814096
1162	4	1132	G15	46	10	117.7998696	24.49814096
1163	2	1132	G15	46	10	117.7998696	24.49814096
1164	3	1133	G15	47	9	117.7839832	24.48500807
1165	1	1133	G15	47	9	117.7839832	24.48500807
1166	4	1133	G15	47	9	117.7839832	24.48500807
1167	2	1133	G15	47	9	117.7839832	24.48500807
158	1	1457	S35	0	7	119.2103611	25.92562535
159	3	1457	S35	0	7	119.2103611	25.92562535
160	5	1457	S35	0	7	119.2103611	25.92562535
161	2	1458	S35	0	7	119.1911089	25.91632123
162	4	1458	S35	0	7	119.1911089	25.91632123
163	6	1458	S35	0	7	119.1911089	25.91632123
1217	1	1174	S35	3	4	118.849246	25.77071261
1218	3	1383	S35	1	6	119.0006042	25.86282623
1219	4	1383	S35	1	6	119.0006042	25.86282623
1220	5	1383	S35	1	6	119.0006042	25.86282623
1221	6	1383	S35	1	6	119.0006042	25.86282623
1222	1	1128	S35	2	5	118.9271271	25.8462726
1223	2	1128	S35	2	5	118.9271271	25.8462726
1224	3	1128	S35	2	5	118.9271271	25.8462726
1225	4	1128	S35	2	5	118.9271271	25.8462726
1226	5	1128	S35	2	5	118.9271271	25.8462726
1227	6	1128	S35	2	5	118.9271271	25.8462726
1228	1	1179	G70	10	10	118.1221237	26.51411539
1229	3	1179	G70	10	10	118.1221237	26.51411539
1230	1	1180	G70	9	10	118.1256502	26.50802955
1231	3	1180	G70	9	10	118.1256502	26.50802955
1234	2	1179	G70	10	10	118.1221237	26.51411539
1235	4	1179	G70	10	10	118.1221237	26.51411539
1241	3	1055	G72	21	4	117.0792666	26.19998357
1242	1	1055	G72	21	4	117.0792666	26.19998357
1243	4	1056	G72	21	4	117.0882173	26.19630165
1244	2	1056	G72	21	4	117.0882173	26.19630165
1245	3	1057	G72	24	1	116.7084769	26.27238887
1246	1	1057	G72	24	1	116.7084769	26.27238887
1247	4	1057	G72	24	1	116.7084769	26.27238887
224	4	1282	G15	51	5	117.7213417	24.05745473
1248	2	1057	G72	24	1	116.7084769	26.27238887
225	2	1282	G15	51	5	117.7213417	24.05745473
226	3	1282	G15	51	5	117.7213417	24.05745473
1250	2	1178	G25	8	21	118.2612998	26.79062841
1251	4	1178	G25	8	21	118.2612998	26.79062841
1252	1	1178	G25	8	21	118.2612998	26.79062841
229	2	1019	G15	56	0	117.340391	23.77046056
1253	3	1178	G25	8	21	118.2612998	26.79062841
230	3	1019	G15	56	0	117.340391	23.77046056
231	4	1020	G15	55	1	117.385258	23.88551767
232	4	1103	G15	54	2	117.4108713	23.94249911
233	2	1103	G15	54	2	117.4108713	23.94249911
234	3	1103	G15	54	2	117.4108713	23.94249911
235	1	1103	G15	54	2	117.4108713	23.94249911
1259	3	1058	G72	23	2	116.8121864	26.21038603
236	4	1162	G15	52	4	117.7191	24.05150272
1260	1	1058	G72	23	2	116.8121864	26.21038603
237	2	1162	G15	52	4	117.7191	24.05150272
1261	4	1058	G72	23	2	116.8121864	26.21038603
238	3	1162	G15	52	4	117.7191	24.05150272
1262	2	1058	G72	23	2	116.8121864	26.21038603
239	1	1162	G15	52	4	117.7191	24.05150272
1263	3	1090	G72	22	3	116.9266377	26.18213899
240	4	1129	G15	51	5	117.83096	24.17695117
1264	1	1090	G72	22	3	116.9266377	26.18213899
241	2	1129	G15	51	5	117.83096	24.17695117
1265	4	1090	G72	22	3	116.9266377	26.18213899
242	3	1129	G15	51	5	117.83096	24.17695117
1266	2	1090	G72	22	3	116.9266377	26.18213899
243	1	1129	G15	51	5	117.83096	24.17695117
1267	3	1092	G72	22	3	116.9241208	26.18313891
1268	1	1092	G72	22	3	116.9241208	26.18313891
1269	4	1092	G72	22	3	116.9241208	26.18313891
1270	2	1092	G72	22	3	116.9241208	26.18313891
1271	3	1093	G72	22	3	116.9188895	26.18462221
1272	1	1093	G72	22	3	116.9188895	26.18462221
1273	4	1094	G72	22	3	116.9206098	26.18423413
250	1	1475	S35	3	4	118.9089308	25.83441028
1274	2	1094	G72	22	3	116.9206098	26.18423413
251	3	1475	S35	3	4	118.9089308	25.83441028
1275	3	1095	G72	25	1	116.5248098	26.26261032
1276	1	1095	G72	25	1	116.5248098	26.26261032
1277	4	1095	G72	25	1	116.5248098	26.26261032
1278	2	1095	G72	25	1	116.5248098	26.26261032
1279	3	1096	G72	21	4	117.1183864	26.18928738
1280	1	1096	G72	21	4	117.1183864	26.18928738
1281	4	1096	G72	21	4	117.1183864	26.18928738
1282	2	1096	G72	21	4	117.1183864	26.18928738
1283	3	1097	G72	21	4	117.1703814	26.19184897
1284	1	1097	G72	21	4	117.1703814	26.19184897
1285	4	1097	G72	21	4	117.1703814	26.19184897
1286	2	1097	G72	21	4	117.1703814	26.19184897
1287	3	1098	G72	21	4	117.1604295	26.18965683
1288	1	1098	G72	21	4	117.1604295	26.18965683
1289	4	1098	G72	21	4	117.1604295	26.18965683
1290	2	1098	G72	21	4	117.1604295	26.18965683
1314	2	998	G3	0	11	118.5191308	28.23063307
1315	4	1077	G3	11	0	118.3220743	27.09788824
1316	2	1077	G3	11	0	118.3220743	27.09788824
1317	3	1078	G3	11	0	118.3071669	27.09875729
1318	1	1078	G3	11	0	118.3071669	27.09875729
1319	4	1079	G25	7	22	118.3368165	26.99464126
1320	2	1079	G25	7	22	118.3368165	26.99464126
1323	4	1081	G25	7	22	118.3401898	26.98138376
1324	2	1081	G25	7	22	118.3401898	26.98138376
1325	3	1082	G25	7	22	118.3401898	26.98138376
1326	1	1082	G25	7	22	118.3401898	26.98138376
1329	3	1084	G25	7	22	118.3268435	26.92483494
1330	1	1084	G25	7	22	118.3268435	26.92483494
1331	4	1085	G25	9	20	118.213214	26.70356579
1332	2	1085	G25	9	20	118.213214	26.70356579
1333	3	1086	G25	9	20	118.2335777	26.71249137
1334	1	1086	G25	9	20	118.2335777	26.71249137
1335	4	1087	G25	10	19	118.1603062	26.6785563
1336	2	1087	G25	10	19	118.1603062	26.6785563
1343	2	1176	G25	6	22	118.352647	27.04897897
1344	4	1176	G25	6	22	118.352647	27.04897897
321	4	1396	G1514	0	18	119.7138417	26.84033552
1345	1	1176	G25	6	22	118.352647	27.04897897
322	2	1396	G1514	0	18	119.7138417	26.84033552
1346	3	1176	G25	6	22	118.352647	27.04897897
327	4	1377	G15	5	51	120.1476461	26.93872102
1351	2	1110	G3	6	5	118.2067615	27.58124527
328	2	1377	G15	5	51	120.1476461	26.93872102
1352	3	1111	G3	6	5	118.0794949	27.49361375
1353	1	1111	G3	6	5	118.0794949	27.49361375
1354	4	1111	G3	6	5	118.0794949	27.49361375
1355	2	1111	G3	6	5	118.0794949	27.49361375
1356	3	1112	G3	7	4	118.0626789	27.47946857
333	3	1379	G15	1	55	120.2245937	27.27822351
1357	3	1112	G3	7	4	118.0626789	27.47946857
334	1	1379	G15	1	55	120.2245937	27.27822351
1358	1	1112	G3	7	4	118.0626789	27.47946857
335	4	1379	G15	1	55	120.2245937	27.27822351
1359	2	1112	G3	7	4	118.0626789	27.47946857
336	2	1379	G15	1	55	120.2245937	27.27822351
1360	4	1112	G3	7	4	118.0626789	27.47946857
