G1514	0	0	1	18.369	18.369	119.72237	26.83437
G1514	1	0	1	11.133000000000001	29.502000000000002	119.69131	26.96849
G1514	2	0	2	12.426999999999998	41.929	119.67407	27.05738
G1514	3	0	2	28.830000000000005	70.75900000000001	119.55878	27.05287
G1514	4	0	2	32.81200000000001	103.57100000000003	119.32767	27.06722
G1514	5	0	1	3.736	107.30700000000003	119.04283	27.15492
G1514	6	0	1	34.776	142.08300000000003	119.01368	27.15364
G1514	7	0	2	10.631	152.71400000000003	118.78409	27.33943
G1514	8	0	2	30.22900000000001	182.94300000000004	118.69017	27.36055
G1514	9	0	1	10.368	193.31100000000004	118.43884	27.48073
G1514	10	0	1	26.48699999999999	219.79800000000003	118.34926	27.4383
G1514	11	0	1	3.4579999999999997	223.25600000000003	118.10629	27.46001
G1514	12	0	1	4.709	227.96500000000003	118.07304	27.45152
G1514	13	0	1	5.085	233.05000000000004	118.0666	27.48625
G1514	14	0	3	4.9590000000000005	238.00900000000004	118.03812	27.50821
G1514	15	0	3	9.719999999999999	247.72900000000004	117.99604	27.52056
G1514	16	0	1	11.496	259.225	117.99709	27.6029
G1514	17	0	1	16.477	275.702	118.02984	27.69623
G1514	18	0	2	30.81499999999999	306.517	117.9789	27.79601
G1514	0	1	1	30.038000000000004	30.038000000000004	117.82443	28.0
G1514	1	1	2	16.362	46.400000000000006	117.97121	27.79957
G1514	2	1	3	11.667	58.06700000000001	118.02885	27.70446
G1514	3	1	1	9.499000000000002	67.566	117.99682	27.60968
G1514	4	1	1	5.244999999999999	72.811	117.99053	27.52801
G1514	5	1	3	4.917999999999999	77.72900000000001	118.03103	27.50604
G1514	6	1	3	4.187	81.91600000000001	118.06845	27.48978
G1514	7	1	2	3.7779999999999996	85.69400000000002	118.06681	27.4546
G1514	8	1	2	26.275999999999996	111.97000000000001	118.09832	27.45893
G1514	9	1	2	10.461	122.43100000000001	118.34112	27.43269
G1514	10	1	1	29.480999999999987	151.912	118.42987	27.47905
G1514	11	1	1	11.316	163.228	118.67617	27.35312
G1514	12	1	2	34.863	198.091	118.77788	27.34552
G1514	13	1	2	3.567	201.65800000000002	119.00904	27.16002
G1514	14	1	1	33.225	234.883	119.03506	27.14863
G1514	15	1	1	29.333	264.216	119.32111	27.06773
G1514	16	1	1	11.941	276.157	119.55742	27.05188
G1514	17	1	2	11.412	287.56899999999996	119.66887	27.06048
G1514	18	1	2	18.639999999999997	306.20899999999995	119.69332	26.97073
G70	0	0	1	3.9789999999999996	3.9789999999999996	119.38403	25.89871
G70	1	0	1	13.559	17.538	119.34947	25.91582
G70	2	0	1	10.825000000000001	28.363	119.24856	25.97671
G70	3	0	1	7.999999999999999	36.363	119.17948	26.04897
G70	4	0	1	3.182	39.545	119.14415	26.10598
G70	5	0	1	32.342999999999996	71.888	119.11772	26.12061
G70	6	0	1	12.812000000000001	84.7	118.84348	26.17329
G70	7	0	1	36.576	121.27600000000001	118.73069	26.17958
G70	8	0	1	24.444000000000003	145.72000000000003	118.49195	26.2732
G70	9	0	1	32.65100000000001	178.37100000000004	118.28289	26.29896
G70	10	0	2	13.836999999999994	192.20800000000003	118.12479	26.51047
G70	11	0	2	21.925000000000004	214.13300000000004	117.99932	26.51204
G70	12	0	2	29.015	243.14800000000002	117.81573	26.4272
G70	13	0	2	22.337999999999997	265.48600000000005	117.67261	26.60261
G70	14	0	2	23.271	288.75700000000006	117.5147	26.71482
G70	15	0	2	18.06200000000001	306.8190000000001	117.42896	26.87915
G70	16	0	2	19.307999999999993	326.12700000000007	117.28145	26.95691
G70	17	0	2	29.337999999999994	355.46500000000003	117.26165	27.1082
G70	18	0	1	4.454000000000001	359.91900000000004	117.04249	27.24974
G70	0	1	2	4.0649999999999995	4.0649999999999995	117.0	27.25816
G70	1	1	1	28.227000000000007	32.29200000000001	117.03865	27.25037
G70	2	1	1	18.831	51.123000000000005	117.25621	27.12039
G70	3	1	1	19.110000000000003	70.233	117.27496	26.97185
G70	4	1	1	23.349000000000004	93.58200000000001	117.42657	26.88707
G70	5	1	1	22.287999999999986	115.86999999999999	117.51773	26.722
G70	6	1	1	28.854	144.724	117.66472	26.60596
G70	7	1	1	22.218999999999998	166.94299999999998	117.81046	26.43458
G70	8	1	2	13.660999999999998	180.60399999999998	117.99286	26.50809
G70	9	1	2	33.39	213.99399999999997	118.11765	26.51547
G70	10	1	2	24.298	238.29199999999997	118.28122	26.3004
G70	11	1	2	36.734	275.02599999999995	118.4883	26.27214
G70	12	1	2	12.813000000000002	287.83899999999994	118.72864	26.18129
G70	13	1	2	32.322	320.16099999999994	118.84055	26.1726
G70	14	1	2	3.4829999999999997	323.64399999999995	119.11613	26.12313
G70	15	1	2	7.241	330.88499999999993	119.14384	26.10601
G70	16	1	2	10.334000000000001	341.21899999999994	119.17559	26.05506
G70	17	1	2	13.396999999999998	354.61599999999993	119.2381	25.9833
G70	18	1	2	5.338	359.95399999999995	119.33892	25.92387
G1501	0	0	1	8.224	8.224	119.13138	26.10974
G1501	1	0	1	3.474	11.698	119.20692	26.11639
G1501	2	0	1	7.260999999999999	18.959	119.24133	26.11371
G1501	3	0	2	11.046999999999999	30.006	119.30269	26.14113
G1501	4	0	2	5.407	35.413	119.35656	26.22172
G1501	5	0	1	14.045000000000003	49.458	119.40596	26.2361
G1501	0	1	2	13.553999999999997	13.553999999999997	119.52941	26.28497
G1501	1	1	1	6.049000000000001	19.602999999999998	119.41227	26.23698
G1501	2	1	1	10.148	29.750999999999998	119.35656	26.22191
G1501	3	1	2	7.128	36.879	119.31069	26.14488
G1501	4	1	3	4.6259999999999994	41.504999999999995	119.25147	26.11522
G1501	5	1	3	8.042	49.547	119.20562	26.1165
G72	0	0	1	5.1690000000000005	5.1690000000000005	118.52983	24.82032
G72	1	0	1	7.052	12.221	118.53117	24.86554
G72	2	0	1	5.12	17.341	118.50768	24.91758
G72	3	0	1	11.315999999999999	28.657	118.47953	24.95358
G72	4	0	1	9.459999999999997	38.117	118.40755	25.02135
G72	5	0	1	14.796	52.913	118.39406	25.10247
G72	6	0	1	9.354999999999999	62.267999999999994	118.33051	25.20762
G72	7	0	1	4.407	66.675	118.26588	25.26212
G72	8	0	1	6.659999999999999	73.335	118.23596	25.28756
G72	9	0	1	6.323	79.65799999999999	118.1798	25.30681
G72	10	0	1	3.9610000000000003	83.61899999999999	118.15791	25.35477
G72	11	0	2	23.505	107.12399999999998	118.16955	25.3855
G72	12	0	2	13.406999999999998	120.53099999999998	118.00221	25.50881
G72	13	0	2	13.803999999999998	134.33499999999998	117.88022	25.52767
G72	14	0	2	32.424	166.759	117.84214	25.63751
G72	15	0	1	19.588000000000008	186.34699999999998	117.58144	25.77209
G72	16	0	2	12.527999999999999	198.87499999999997	117.42677	25.83099
G72	17	0	2	4.563	203.43799999999996	117.353	25.91195
G72	18	0	2	8.162	211.59999999999997	117.33792	25.94793
G72	19	0	2	24.917	236.51699999999997	117.31523	26.00388
G72	20	0	2	29.972999999999995	266.48999999999995	117.2125	26.18586
G72	21	0	2	12.100999999999999	278.59099999999995	116.93168	26.18115
G72	22	0	1	12.818999999999997	291.40999999999997	116.8202	26.20642
G72	23	0	1	20.613000000000007	312.02299999999997	116.71859	26.26735
G72	24	0	1	17.138	329.16099999999994	116.52749	26.26169
G72	0	1	2	16.395999999999997	16.395999999999997	116.375	26.23119
G72	1	1	2	20.508	36.903999999999996	116.52092	26.26425
G72	2	1	2	12.831000000000001	49.735	116.71116	26.27044
G72	3	1	2	12.707999999999998	62.443	116.81305	26.20971
G72	4	1	1	29.247000000000003	91.69	116.92951	26.18114
G72	5	1	1	24.994	116.684	117.20311	26.18651
G72	6	1	1	7.291999999999999	123.976	117.31236	26.01122
G72	7	1	1	5.723000000000001	129.699	117.321	25.95189
G72	8	1	1	12.393	142.092	117.35191	25.917
G72	9	1	2	19.666999999999998	161.75900000000001	117.42369	25.83655
G72	10	1	1	32.29199999999998	194.051	117.57497	25.7736
G72	11	1	1	14.014000000000003	208.065	117.83816	25.644
G72	12	1	1	13.261	221.326	117.87833	25.53315
G72	13	1	1	23.503999999999994	244.82999999999998	117.99602	25.51326
G72	14	1	2	3.881	248.71099999999998	118.16492	25.39117
G72	15	1	2	5.348	254.059	118.16334	25.36061
G72	16	1	2	8.518	262.577	118.16681	25.31742
G72	17	1	2	3.5789999999999997	266.156	118.23582	25.28729
G72	18	1	3	9.897	276.053	118.26023	25.26736
G72	19	1	3	13.806	289.859	118.32805	25.20886
G72	20	1	3	9.637999999999998	299.49699999999996	118.39152	25.11343
G72	21	1	3	11.176	310.67299999999994	118.40704	25.03093
G72	22	1	3	5.406	316.07899999999995	118.47375	24.96333
G72	23	1	3	7.299	323.37799999999993	118.50291	24.9248
G72	24	1	3	5.653	329.03099999999995	118.52927	24.87156
S35	0	0	3	21.174	21.174	119.24607	25.98176
S35	1	0	3	10.541000000000002	31.715000000000003	119.08356	25.89774
S35	2	0	3	8.684000000000001	40.399	118.99716	25.86014
S35	3	0	3	19.09	59.489000000000004	118.92154	25.84519
S35	4	0	1	22.992999999999995	82.482	118.78588	25.73337
S35	5	0	1	14.845000000000006	97.327	118.71229	25.56368
S35	6	0	1	6.73	104.057	118.69439	25.44139
S35	7	0	2	7.1370000000000005	111.194	118.66139	25.39089
